customer_city,total_price
emilianopolis,198.49
encantado,3336.38
encruzilhada do sul,1142.5900000000001
eneas marques,237.14999999999998
engenheiro balduino,205.54
engenheiro beltrao,103.35999999999999
engenheiro coelho,1234.24
engenheiro navarro,2106.55
engenheiro passos,291.24
engenheiro paulo de frontin,590.89
entre folhas,106.07
entre rios,1363.42
entre rios de minas,1709.6200000000001
entre rios do oeste,148.57999999999998
entre-ijuis,552.52
epitaciolandia,139.52
erebango,139.42
erechim,8335.54
erere,226.23
erico cardoso,24.88
erval grande,432.74
ervalia,1230.45
escada,3556.7
esmeralda,160.76
esmeraldas,2043.24
espera feliz,3954.36
esperanca,2108.09
esperantina,692.04
esperantinopolis,771.4100000000001
espigao,100.52
espigao alto do iguacu,209.32
espigao do oeste,951.1700000000001
espinosa,2947.44
espirito santo do pinhal,2464.28
espirito santo do turvo,268.84000000000003
esplanada,1808.34
espumoso,1480.46
estacao,815.22
estancia,3157.95
estancia velha,3597.07
esteio,7815.6
estevao de araujo,32.43
estiva,29.130000000000003
estiva gerbi,1090.98
estreito,427.65000000000003
estrela,2583.69
estrela d oeste,156.33
estrela d'oeste,257.45
estrela do indaia,147.5
estrela do norte,210.76999999999998
estrela do sul,105.28
estrela velha,30.0
euclides da cunha,750.49
euclides da cunha paulista,186.39
eugenio de castro,111.76
eugenopolis,1071.3899999999999
eunapolis,8501.36
eusebio,2707.56
ewbank da camara,98.16
extrema,7155.9
extremoz,160.14
fagundes,220.74
farol,152.72
farroupilha,3805.58
fartura,2106.41
fatima,617.92
fatima do sul,1536.8600000000001
faxinal,995.73
faxinal dos guedes,1948.77
faxinalzinho,35.95
fazenda nova,407.77
fazenda rio grande,5204.96
fazenda vilanova,192.21
feira de santana,34246.38
feira nova,649.77
felicio dos santos,191.58
felipe guerra,157.64999999999998
felisburgo,123.47
felixlandia,90.28
feliz,3034.21
feliz deserto,423.75
feliz natal,279.38
fenix,67.92
fernando prestes,696.58
fernandopolis,8409.210000000001
fernao,40.85
ferraz de vasconcelos,19722.48
ferreiros,133.94
ferros,147.36
fervedouro,1128.6100000000001
figueira,1012.8699999999999
figueiropolis d'oeste,150.2
filadelfia,99.16000000000001
firminopolis,832.5
flor da serra do sul,232.06
flora rica,237.26
florai,422.95
florania,60.34
floreal,225.0
flores,467.41
flores da cunha,1869.8400000000001
flores de goias,43.22
floresta,1702.66
floresta do araguaia,186.79000000000002
florestal,382.46999999999997
florestopolis,575.77
floriano,3145.5099999999998
florianopolis,102405.55
florida,172.3
florida paulista,416.53
florinia,57.61
fonseca,107.53
fontoura xavier,214.16
formiga,5097.44
formigueiro,311.27
formosa,6310.69
formosa da serra negra,155.5
formosa do oeste,86.15
formosa do rio preto,1628.16
formoso,929.0300000000001
formoso do araguaia,354.12
forquilha,477.45000000000005
forquilhinha,1468.18
fortaleza,126829.32
fortaleza dos valos,119.95
fortim,205.53
fortuna,661.92
foz do iguacu,14389.21
foz do jordao,64.1
fragosos,115.89999999999999
fraiburgo,3052.72
franca,29565.86
francisco badaro,435.80999999999995
francisco beltrao,8639.09
francisco dantas,224.78
francisco dumont,249.65
francisco morato,11086.06
francisco sa,599.75
francisco santos,41.7
franco da rocha,12803.82
frecheirinha,213.71
frederico westphalen,1319.8899999999999
frei gaspar,89.19
frei inocencio,894.6800000000001
frei lagonegro,260.34000000000003
frei martinho,393.21000000000004
frei rogerio,121.09
fronteira,1079.53
fronteiras,1408.8400000000001
fruta de leite,360.22
frutal,4372.64
frutuoso gomes,115.87
fundao,1177.95
gabriel monteiro,48.72
galia,217.64
galinhos,275.48
galvao,78.02
gameleira,1827.12
gameleiras,529.9399999999999
gandu,507.45
garanhuns,5580.9800000000005
garca,3624.57
garibaldi,1216.25
garopaba,3326.71
garrafao do norte,762.0
garruchos,79.03999999999999
garuva,1748.41
gaspar,12047.75
gastao vidigal,283.72
gaucha do norte,214.94
gaurama,356.61
gaviao peixoto,142.04000000000002
general camara,213.74
general carneiro,498.52
general maynard,217.85
general salgado,587.2800000000001
gentio do ouro,121.1
getulina,131.02
getulio vargas,919.94
gilbues,356.51
girau do ponciano,74.05
girua,1560.97
glaura,89.36000000000001
glicerio,847.1300000000001
gloria de dourados,76.0
gloria do goita,587.92
glorinha,283.3
godoy moreira,1101.83
goiabeira,302.27
goiana,991.21
goianapolis,1568.1000000000001
goiandira,113.13000000000001
goianesia,2588.72
goianesia do para,964.71
goiania,133400.6
goianinha,454.71000000000004
goianira,1057.77
goianorte,229.5
goias,1342.01
goiatuba,2648.12
goioere,2191.0099999999998
goitacazes,1633.78
goncalves,405.07
goncalves dias,99.25
gongogi,52.129999999999995
gouveia,1167.23
governador celso ramos,519.14
governador dix-sept rosado,194.82
governador eugenio barros,417.45
governador lindenberg,136.28
governador mangabeira,116.26
governador portela,430.01
governador valadares,24545.53
graccho cardoso,723.72
grajau,965.51
gramado,4173.04
gramado dos loureiros,237.54000000000002
gramado xavier,68.97
grandes rios,157.75
granja,700.3
grao mogol,999.3
grao para,269.93
gravata,2704.38
gravatai,22690.16
gravatal,1418.28
groairas,178.5
grupiara,148.94
guabiju,51.83
guabiruba,786.8100000000001
guacui,6235.78
guadalupe,1612.8
guaiba,6139.13
guaicara,1072.03
guaira,5666.09
guairaca,100.44
guaiuba,762.05
guajara-mirim,202.85
guamare,242.64
guamiranga,284.89
guanambi,5894.44
guanhaes,2456.54
guape,210.48000000000002
guapiacu,995.55
guapiara,251.95
guapimirim,3568.89
guapirama,215.56
guapo,868.7
guapore,3987.06
guara,1459.19
guarabira,1642.8600000000001
guaracai,767.11
guaraci,1213.53
guaraciaba,320.31
guaraciaba do norte,738.15
guarai,1459.3700000000001
guaramirim,1736.26
guaranesia,1073.17
guarani,2634.31
guarani das missoes,159.84
guaraniacu,463.62
guaranta,715.01
guaranta do norte,509.29
guarapari,12258.98
guarapua,75.17
guarapuava,10261.77
guaraquecaba,63.37
guarara,546.5699999999999
guararapes,3750.05
guararema,1370.41
guaratinga,76.57
guaratingueta,16680.86
guaratuba,2812.66
guarda-mor,123.11000000000001
guarei,1431.84
guariba,1810.72
guariroba,320.56000000000006
guaruja,36579.82
guaruja do sul,395.63
guarulhos,175846.45
guassusse,169.92000000000002
guatapara,87.97
guaxupe,7022.09
guia lopes da laguna,48.22
guidoval,400.11
guimaraes,252.11
guimarania,609.33
guinda,47.11
guiricema,161.56
gurupi,6673.77
guzolandia,143.31
heliopolis,169.28
herculandia,220.64
herval,237.65
herval d'oeste,1386.9299999999998
herveiras,125.52
hidreletrica tucurui,721.48
hidrolandia,1326.25
hidrolina,218.95999999999998
holambra,3377.59
holambra ii,1012.8199999999999
horizonte,639.4100000000001
horizontina,735.55
hortolandia,18966.62
hulha negra,372.06
humaita,447.71
humberto de campos,81.57
humildes,360.81
iacanga,427.95
iaciara,1098.31
iacri,81.62
iacu,499.85
iapu,497.93
iaras,93.57
iati,1001.79
ibaiti,1264.1399999999999
ibarama,167.92000000000002
ibate,1944.12
ibateguara,152.86
ibatiba,1841.24
ibema,173.89000000000001
ibertioga,181.21
ibia,1736.18
ibiaca,320.87
ibiai,689.95
ibiajara,131.6
ibiam,460.34
ibiapina,289.34
ibiara,321.98
ibiassuce,218.42000000000002
ibicarai,694.6500000000001
ibicare,262.09000000000003
ibicoara,359.84000000000003
ibicuitinga,54.62
ibimirim,372.03
ibipeba,86.39
ibipitanga,396.72
ibipora,1648.34
ibira,911.03
ibiracatu,148.15
ibiraci,581.14
ibiracu,57.5
ibiraiaras,267.71
ibiraja,330.14
ibirama,1429.2
ibirapua,141.42
ibirarema,498.19
ibirataia,91.72
ibirite,8714.66
ibiruba,3963.77
ibitiara,157.28
ibitinga,3368.45
ibitioca,244.91000000000003
ibitira,421.03
ibitita,1534.58
ibitiuva,27.689999999999998
ibiuna,4009.93
ibotirama,3233.2
icapui,611.59
icara,2850.9
icarai de minas,313.03
icaraima,43.95
icatu,892.9
icem,1043.64
ichu,197.92000000000002
ico,2410.09
iconha,390.13
ielmo marinho,240.32
iepe,368.51
igaci,395.0
igapora,56.78
igaracu do tiete,420.42
igarapava,897.02
igarape,2202.0899999999997
igarape-acu,94.76
igarape-miri,65.03
igarassu,2598.17
igarata,843.87
igaratinga,336.38
igrapiuna,52.05
igreja nova,315.90999999999997
igrejinha,1581.6399999999999
iguaba grande,2967.05
iguai,587.1400000000001
iguape,1771.65
iguaracu,659.1999999999999
iguatama,445.56
iguatu,4355.54
ijui,7713.56
ilha comprida,254.85000000000002
ilha de itamaraca,632.1500000000001
ilha dos valadares,93.59
ilha grande,174.68
ilha solteira,2854.81
ilhabela,4112.15
ilheus,13594.47
ilhota,877.22
ilicinea,105.28
ilopolis,231.57999999999998
imaculada,471.91
imbau,154.87
imbe,3960.56
imbe de minas,245.81
imbituba,4540.26
imbituva,913.6600000000001
imbuia,1759.81
imigrante,406.68
imperatriz,9144.78
inacio martins,331.28
inaciolandia,952.92
inaja,522.63
inconfidentes,208.97000000000003
indaial,4052.06
indaiatuba,44186.03
independencia,136.05
indiana,389.33000000000004
indianopolis,376.86
indiapora,404.14
indiara,534.65
indiaroba,68.8
inga,169.99
ingai,109.38
inhambupe,1346.98
inhapi,1075.1
inhapim,565.35
inhauma,161.20999999999998
inhuma,112.35
inhumas,2733.51
inimutaba,376.39
inocencia,54.82
inubia paulista,344.70000000000005
iomere,63.79
ipaba,1585.26
ipameri,2641.9900000000002
ipanema,3916.27
ipaporanga,453.81
ipatinga,27320.9
ipaumirim,307.10999999999996
ipaussu,1579.94
ipe,229.22000000000003
ipecaeta,40.19
ipero,4105.5599999999995
ipiabas,657.72
ipiacu,534.0899999999999
ipiau,1440.67
ipigua,287.65999999999997
ipira,3749.97
ipiranga,352.57
ipiranga de goias,139.98000000000002
ipiranga do norte,114.83
ipiranga do sul,133.25
ipixuna do para,242.99
ipojuca,1945.2
ipora,2937.7
ipora do oeste,615.23
ipu,545.2
ipua,2096.16
ipubi,525.79
ipueira,228.57
ipueiras,1805.78
ipuiuna,188.34
ipumirim,377.52
ipupiara,525.85
iracema,308.77
iracemapolis,1532.5
irai,598.26
irai de minas,536.94
iramaia,199.37
irani,372.32
irape,429.30000000000007
irapua,268.14
irapuru,985.29
iraquara,510.63
irara,222.82
irati,2994.16
iraucuba,244.13
irece,2720.96
iretama,139.59
irineopolis,279.87
irupi,287.63
isaias coelho,209.46
ita,368.03
itaara,73.15
itabaiana,3929.66
itabaianinha,289.33
itabatan,196.40000000000003
itabela,529.97
itabera,1522.98
itaberaba,1286.19
itaberai,1151.08
itabi,141.03
itabira,12881.83
itabirinha,157.41
itabirito,5999.18
itaborai,10425.87
itabuna,10362.210000000001
itacarambi,399.58
itacare,1084.83
itacoatiara,92.97999999999999
itacurussa,77.57
itagi,164.64
itagiba,144.86
itagimirim,193.06
itaguacu,2087.09
itaguacu da bahia,267.89
itaguai,7537.0
itaguaje,168.96
itaguara,76.47
itaguari,913.7
itaguaru,117.66
itai,1972.66
itaicaba,70.03
itaiopolis,1555.42
itaipava,520.02
itaipulandia,294.59999999999997
itaitinga,704.17
itaituba,392.63
itaja,1001.9
itajai,22200.12
itajobi,1915.71
itaju,1008.3699999999999
itaju do colonia,56.69
itajuba,17448.45
itajuipe,1239.0
italva,1647.35
itamaraju,2255.92
itamarandiba,2269.22
itamari,324.99
itambacuri,727.89
itambaraca,326.27
itambe,1296.54
itamira,100.2
itamogi,269.03000000000003
itamonte,1105.06
itanhaem,12657.6
itanhandu,2289.8
itanhanga,88.05
itanhem,278.65999999999997
itanhomi,375.53
itaobim,1026.56
itaoca,575.21
itaocara,2173.42
itapaci,398.11
itapage,236.13
itapagipe,341.5
itapaje,3425.08
itaparica,188.36
itape,258.56
itapecerica,1603.68
itapecerica da serra,10575.03
itapecuru mirim,915.94
itapejara d'oeste,1255.92
itapema,7233.42
itapemirim,459.34
itaperucu,707.2
itaperuna,9782.26
itapetim,371.99
itapetinga,3169.5
itapetininga,14048.45
itapeva,7812.68
itapevi,21197.41
itapicuru,181.54
itapipoca,1857.57
itapira,8876.07
itapiranga,2951.7700000000004
itapirapua,495.34
itapirapua paulista,514.0699999999999
itapissuma,370.86
itapitanga,264.09000000000003
itapiuna,106.24000000000001
itapoa,1087.75
itapolis,4110.400000000001
itapora,248.44
itaporanga,3134.5099999999998
itaporanga d'ajuda,263.24
itapui,1430.89
itapura,497.51
itapuranga,1003.26
itaquaquecetuba,22181.35
itaqui,5143.74
itaquirai,388.72
itaquitinga,256.07
itarana,1010.02
itarantim,574.72
itarare,4562.74
itarema,99.95
itariri,1378.73
itatiaia,1882.29
itatiaiucu,167.15
itatiba,14056.87
itatiba do sul,55.95
itatim,400.46
itatinga,1832.1
itau,761.37
itau de minas,570.25
itauba,1661.9700000000003
itaueira,173.62
itauna,9304.48
itinga,434.67
itiquira,160.66
itirapina,179.21
itirucu,845.37
itiuba,387.5
itobi,591.42
itororo,709.37
itu,15104.15
ituacu,478.07000000000005
itubera,181.22
itueta,508.94
ituiutaba,7028.93
itumbiara,6847.96
itupeva,6350.22
itupiranga,602.38
ituporanga,3580.2500000000005
iturama,2131.95
itutinga,96.01
ituverava,4372.43
iuna,176.26999999999998
ivai,645.77
ivaipora,640.86
ivate,358.34
ivinhema,308.82
ivora,175.79000000000002
ivoti,1585.75
jaboatao dos guararapes,26028.69
jabora,302.79
jaborandi,166.38
jaboti,196.95999999999998
jaboticabal,7945.44
jaboticatubas,808.8699999999999
jacaraci,1040.27
jacarau,81.96000000000001
jacare,952.58
jacareacanga,172.07999999999998
jacarei,21988.91
jacarezinho,1720.46
jaci,143.41
jaciara,252.88
jacigua,175.11
jacinto,144.46
jacinto machado,447.17
jacobina,7766.099999999999
jacui,475.87
jacuipe,34.78
jacuizinho,74.26
jacunda,1844.8200000000002
jacupiranga,885.57
jacutinga,3349.26
jaguapita,790.68
jaguaquara,237.14000000000001
jaguaracu,71.03999999999999
jaguarao,1242.01
jaguare,1618.3799999999999
jaguarembe,53.31
jaguari,209.34
jaguariaiva,2265.86
jaguaribara,125.23
jaguaribe,861.8000000000001
jaguariuna,9798.35
jaguaruana,1339.3
jaguaruna,196.89
jaiba,799.04
jales,3923.04
jamaica,71.85
jamapara,49.6
jambeiro,395.04
jampruca,262.83
janauba,4467.34
jandaia,53.4
jandaia do sul,2156.75
jandaira,226.2
jandira,9812.65
janduis,119.38
janiopolis,316.22
januaria,4050.95
japaraiba,132.46
japaratuba,138.24
japeri,6573.84
japi,294.19
japira,451.94
japoata,220.60000000000002
japuiba,1230.8500000000001
japura,521.54
jaqueira,679.1700000000001
jaquirana,547.98
jaragua,755.0699999999999
jaragua do sul,15356.05
jaraguari,110.52
jardim,808.4100000000001
jardim abc de goias,34.089999999999996
jardim alegre,161.44
jardim de piranhas,48.739999999999995
jardim do serido,810.15
jardim olinda,189.84
jardinopolis,1960.48
jari,421.21000000000004
jarinu,1767.06
jaru,993.4100000000001
jatai,11474.26
jatauba,212.12
jatoba,817.63
jau,11947.89
jaua,177.38
jaupaci,105.28
jauru,762.86
jeceaba,683.51
jenipapo de minas,22.58
jequeri,676.84
jequia da praia,599.9499999999999
jequie,5993.9800000000005
jequitai,243.3
jequitiba,703.86
jequitinhonha,1595.86
jeremoabo,1126.37
jerico,113.08
jeriquara,144.65
jeronimo monteiro,321.11
jesuania,461.09000000000003
jesuitas,642.93
jesupolis,195.34
ji-parana,4435.13
jijoca de jericoacoara,1262.22
jiquirica,519.9300000000001
joacaba,6241.23
joaima,53.0
joanopolis,904.51
joao alfredo,300.07
joao camara,1466.8100000000002
joao dourado,36.69
joao lisboa,810.71
joao monlevade,8264.99
joao neiva,911.4
joao pessoa,67307.06
joao pinheiro,2858.41
joao ramalho,770.2900000000001
joaquim nabuco,350.45
joaquim pires,37.81
joaquim tavora,392.01
joinville,41844.93
jordania,1047.2
jose boiteux,165.0
jose bonifacio,1732.51
jose da penha,196.43
jose de freitas,350.42
joselandia,109.17999999999999
joviania,472.11
juara,502.95000000000005
juatuba,699.33
juazeiro,8954.58
juazeiro do norte,10212.96
jucas,363.96
jucurucu,478.31
jucurutu,839.83
juina,5417.13
juiz de fora,77709.55
julio de castilhos,983.04
julio mesquita,984.59
jumirim,408.24
junco do serido,318.41999999999996
jundiai,99367.82
jundiai do sul,384.01
junqueiro,464.40999999999997
junqueiropolis,2491.42
jupi,666.8599999999999
juquia,880.09
juquitiba,3587.71
juranda,69.94
jurema,54.34
juripiranga,157.99
juru,919.38
juruaia,470.59
juruena,394.38
juruti,75.53
juscimeira,167.0
jussara,175.5
jussari,213.19
jussiape,53.79
juti,719.48
juvenilia,109.1
kalore,563.96
ladainha,375.0
ladario,475.57000000000005
lagarto,2362.35
lages,14265.47
lago da pedra,1038.96
lago verde,134.01
lagoa,180.76
lagoa d'anta,194.34
lagoa da canoa,204.53
lagoa da confusao,929.74
lagoa da prata,2292.08
lagoa de sao francisco,107.02
lagoa de velhos,234.19
lagoa do carro,880.78
lagoa do mato,61.620000000000005
lagoa do ouro,630.79
lagoa do piaui,106.38
lagoa dos gatos,1073.47
lagoa dos patos,74.05
lagoa dos tres cantos,91.18
lagoa dourada,707.3
lagoa formosa,921.92
lagoa grande,3352.96
lagoa nova,301.3
lagoa real,459.92
lagoa salgada,82.72
lagoa santa,10162.63
lagoa vermelha,1883.04
lagoao,175.42999999999998
lagoinha,668.73
lagoinha do piaui,149.61
laguna,2696.23
laje do muriae,235.28
lajeado,9886.32
lajeado grande,145.08
lajedo,1237.92
lajinha,567.6899999999999
lamarao,81.34
lambari,2769.52
lamim,108.63000000000001
lapa,3277.14
laranja da terra,85.60000000000001
laranjal,359.39
laranjal do jari,426.18000000000006
laranjal paulista,2643.7999999999997
laranjeiras do sul,4039.17
laurentino,863.27
lauro de freitas,11604.73
lauro muller,1595.6
lavinia,390.41
lavras,16963.72
lavras da mangabeira,986.4599999999999
lavras do sul,646.5600000000001
lavrinhas,621.35
leandro ferreira,248.10000000000002
lebon regis,65.67
leme,9679.07
lencois,307.68
lencois paulista,7565.48
leoberto leal,40.089999999999996
leopoldina,2038.21
leopoldo de bulhoes,300.76
leopolis,31.38
liberato salzano,31.22
liberdade,150.9
lima duarte,920.86
limeira,26838.2
limeira do oeste,502.42999999999995
limoeiro,793.51
limoeiro do norte,1989.22
lindoeste,198.25
lindoia,751.34
lindoia do sul,120.22
lindolfo collor,130.65
linhares,15014.720000000001
lins,10557.56
livramento,295.98999999999995
livramento de nossa senhora,777.57
loanda,2042.79
lobato,562.77
londrina,54113.34
lontras,455.59
lorena,10283.42
loreto,1643.64
lourdes,223.84
louveira,5596.56
lucas do rio verde,6627.8099999999995
lucelia,1147.89
lucena,127.17
lucianopolis,199.97
luis antonio,1131.43
luis correia,153.36
luis eduardo magalhaes,9538.69
luisburgo,314.57
luiz alves,144.4
luiziana,186.57
luiziania,270.23
luizlandia do oeste,490.53
luminarias,468.68
lunardelli,392.38
lupercio,172.11
lupionopolis,248.77
lutecia,908.84
luz,200.53
luziania,5680.610000000001
luziapolis,181.62
luzilandia,273.01
macae,38278.81
macaiba,757.17
macambara,205.72
macambira,259.15
macapa,13920.62
macaparana,208.71
macatuba,3452.45
macau,1297.69
macaubal,121.91
macaubas,1227.15
macedonia,388.43
maceio,55608.23
machacalis,175.17
machadinho,65.6
machadinho d'oeste,572.96
machado,3283.14
machados,142.66
macieira,55.56
macuco,90.88000000000001
macuco de minas,215.14
madalena,176.24
madre de deus,925.13
madre de deus de minas,422.11
mae d'agua,90.89
mae do rio,203.61
mafra,2709.31
magalhaes de almeida,323.52
magda,496.07
mage,20871.03
maioba,778.0699999999999
maiquinique,139.48000000000002
mairi,974.31
mairinque,3346.7
mairipora,10432.49
mairipotaba,149.65
major porto,100.33
major vieira,329.03
malacacheta,1702.21
malhador,58.14
mallet,907.63
mamanguape,1406.47
mambai,921.9
mambore,928.47
mamonas,246.36
mampituba,58.550000000000004
manaira,147.4
manaus,26423.23
mandaguacu,3325.86
mandaguari,5882.64
mandirituba,151.08
manduri,287.21
manfrinopolis,138.07999999999998
manga,445.78999999999996
mangaratiba,1224.42
mangueirinha,2022.9399999999998
manhuacu,10665.79
manhumirim,2817.5299999999997
manoel ribas,742.3199999999999
manoel urbano,248.71
manoel viana,260.36
mansidao,131.57999999999998
mantena,1946.55
mantenopolis,503.02000000000004
maquine,207.39999999999998
mar de espanha,1191.57
mar vermelho,689.02
mara rosa,218.17000000000002
maraba,4819.89
maracacume,802.42
maracai,1345.6100000000001
maracaju,3511.21
maracana,331.25
maracanau,6723.98
maracas,877.0899999999999
maragogi,2135.53
maragogipe,195.04000000000002
maranguape,345.53
maranhaozinho,76.57
marataizes,3274.31
marau,2631.99
maravilha,984.14
maravilhas,516.36
marcelino vieira,169.02
marco,756.76
marcos parente,64.5
marechal candido rondon,5001.71
marechal deodoro,379.2
marechal floriano,681.3800000000001
mari,342.8
maria da fe,365.65
marialva,3115.02
mariana,5212.95
mariano moro,137.26
mariapolis,140.98000000000002
maribondo,100.97
marica,18957.35
mariental,1867.85
marilac,942.78
marilandia,1791.35
marilandia do sul,178.27
marilena,107.86999999999999
marilia,38936.06
mariluz,349.65
maringa,46680.51
marinopolis,188.98000000000002
mario campos,690.9
mariopolis,173.95000000000002
maripa,432.73
maristela,731.4200000000001
marituba,1699.5
marmeleiro,1010.0300000000001
marques de souza,45.0
martinesia,53.230000000000004
martinho campos,473.7
martinopolis,4557.05
martins,250.31
martins soares,994.1
mascote,158.99
massape,182.79
massaranduba,479.34000000000003
mata,418.35
mata de sao joao,2448.75
mata grande,469.35
mata roma,260.90999999999997
mata verde,3561.0899999999997
matao,8680.12
matelandia,87.6
materlandia,113.46000000000001
mateus leme,842.35
matias barbosa,2727.81
matias olimpio,841.4
matinhos,3538.83
matipo,552.35
mato leitao,330.96000000000004
mato rico,92.65
mato verde,651.31
matoes,106.3
matoes do norte,772.28
matozinhos,944.16
matrincha,207.18
matriz de camaragibe,84.9
matupa,1087.8700000000001
matutina,167.66
maua,49326.04
maua da serra,167.12
maurilandia,334.51
mauriti,57.28
maximiliano de almeida,422.55
medeiros,317.7
medeiros neto,797.29
medianeira,3549.81
medicilandia,43.14
medina,694.4
meleiro,262.78999999999996
mendes,1509.99
mendes pimentel,477.73
mendonca,586.28
mercedes,266.38
merces,285.82
meridiano,140.47
meruoca,160.85
mesquita,11004.89
messias targino,106.85
miguel calmon,787.81
miguel pereira,4409.54
miguelopolis,2265.5
milagres,1016.3299999999999
milha,288.29999999999995
mimoso de goias,179.12
mimoso do sul,928.89
minacu,2205.37
minas do leao,280.72
minas novas,507.14
minduri,43.18
mineiros,4376.15
mineiros do tiete,257.34000000000003
ministro andreazza,120.05000000000001
mira estrela,213.56
miracatu,991.81
miracema,2021.97
miradouro,64.42
miraguai,183.29
mirai,1186.53
miraima,291.3
miranda,343.15999999999997
miranda do norte,154.64
mirandiba,323.16
mirandopolis,1535.41
miranorte,733.42
mirante da serra,165.60000000000002
mirante do paranapanema,242.49
mirassol,6383.33
mirassol d'oeste,2207.23
miravania,50.1
mirinzal,311.65
missal,2838.99
missao velha,40.62
missi,152.95
mocajuba,85.6
mococa,7108.56
moeda,85.46000000000001
moema,214.12
mogi das cruzes,62966.21
mogi mirim,10252.55
mogi-guacu,14161.22
mogi-mirim,112.61
moju,372.88
mojui dos campos,180.87
mombaca,247.98000000000002
mombuca,144.47
moncao,143.35999999999999
moncoes,379.13
mondai,458.31
mongagua,6397.4
monnerat,376.86
monsenhor paulo,69.12
monsenhor tabosa,412.32
montadas,120.89999999999999
montalvania,458.25
montanha,1862.77
montanhas,361.07
montauri,514.4200000000001
monte alegre,190.39999999999998
monte alegre de minas,456.23
monte alegre de sergipe,128.0
monte alegre do sul,4360.38
monte alto,3123.55
monte alverne,282.01
monte aprazivel,1360.3
monte azul,729.88
monte azul paulista,3580.39
monte belo,1340.3
monte belo do sul,116.74000000000001
monte bonito,50.34
monte carlo,414.98
monte carmelo,3819.48
monte castelo,203.54000000000002
monte formoso,103.19
monte gordo,360.43
monte mor,5483.62
monte santo,40.0
monte santo de minas,1018.0
monte siao,2897.73
monte verde,463.45000000000005
monteiropolis,203.43
montenegro,5946.46
montes claros,32220.85
montezuma,220.35
montividiu do norte,33.089999999999996
morada nova,1668.92
morada nova de minas,730.37
moreilandia,295.12
moreira sales,433.48
moreno,960.09
morpara,393.73
morretes,848.92
morrinhos,3204.52
morro agudo,2163.5299999999997
morro agudo de goias,50.68
morro da fumaca,1921.4499999999998
morro da garca,227.14
morro de sao paulo,832.0
morro do chapeu,737.84
morro do ferro,154.38
morro do pilar,87.64
morro grande,158.57999999999998
morro redondo,233.66
morro reuter,741.4000000000001
morro vermelho,40.989999999999995
morungaba,708.3199999999999
mossamedes,84.14
mossoro,7545.85
mostardas,1813.09
motuca,322.25
mozarlandia,1008.04
mucambo,149.14000000000001
mucuge,285.74
mucuri,2385.9900000000002
mucurici,415.66
muliterno,270.45
mundo novo,1243.19
munhoz,477.12
munhoz de melo,1037.26
muniz freire,279.13
muquem do sao francisco,104.21
muqui,574.38
muriae,13068.77
murici,84.05
muritiba,222.63
murucupi,162.13
murutinga do sul,855.71
mussurepe,117.94
mutuipe,580.09
mutum,1821.14
mutum parana,62.57
mutunopolis,58.56
muzambinho,840.63
nacip raydan,92.16000000000001
nantes,91.05
nanuque,2963.19
nao-me-toque,1062.1
narandiba,436.65999999999997
natal,52520.8
natercia,57.5
natividade,3517.2200000000003
natividade da serra,138.89
navegantes,7500.85
navirai,3541.22
nazare,504.82000000000005
nazare da mata,114.56
nazare paulista,934.33
nazareno,190.26
nazario,478.88
neopolis,257.1
nepomuceno,810.68
neropolis,1464.02
neves paulista,154.32
nhandeara,745.32
nilopolis,16512.19
nipoa,372.35
niquelandia,2080.43
niteroi,154573.29
nobres,59.910000000000004
nonoai,252.67
nortelandia,210.64000000000001
nossa senhora da gloria,274.72
nossa senhora das dores,598.23
nossa senhora das gracas,80.75
nossa senhora de caravaggio,340.34000000000003
nossa senhora de lourdes,118.1
nossa senhora do o,457.19
nossa senhora do remedio,163.29000000000002
nossa senhora do socorro,2809.56
nova alvorada,331.88
nova alvorada do sul,476.88
nova america,66.11
nova america da colina,76.65
nova andradina,2527.55
nova araca,136.59
nova aurora,1174.5900000000001
nova bandeirantes,665.53
nova bassano,471.77
nova boa vista,75.85
nova brasilandia d'oeste,472.14
nova brescia,66.82
nova campina,209.51999999999998
nova canaa,210.07999999999998
nova canaa do norte,227.14999999999998
nova canaa paulista,222.20000000000002
nova cantu,234.31
nova crixas,176.18
nova cruz,583.25
nova era,2565.16
nova erechim,306.78
nova esperanca,1760.46
nova esperanca do piria,2252.66
nova esperanca do sudoeste,100.33
nova esperanca do sul,368.64
nova europa,760.89
nova fatima,515.08
nova floresta,155.0
nova friburgo,32844.38
nova granada,2265.7
nova guarita,41.79
nova guataporanga,117.75999999999999
nova hartz,755.22
nova iguacu,72804.23
nova independencia,34.86
nova ipixuna,517.03
nova itaberaba,344.77
nova lacerda,380.75
nova laranjeiras,251.59
nova lima,23560.56
nova londrina,946.56
nova luzitania,34.75
nova mamore,803.1600000000001
nova monte verde,330.93
nova mutum,715.6700000000001
nova odessa,5162.07
nova olimpia,272.03999999999996
nova olinda,1849.72
nova olinda do maranhao,1724.3299999999997
nova padua,89.36000000000001
nova palma,466.62
nova petropolis,600.06
nova ponte,1765.79
nova prata,1541.25
nova prata do iguacu,1210.86
nova redencao,36.69
nova resende,26.09
nova roma,67.59
nova roma do sul,1127.29
nova russas,1893.77
nova santa barbara,130.53
nova santa rita,1102.82
nova santa rosa,496.62
nova serrana,9127.5
nova soure,325.43
nova timboteua,133.05
nova trento,972.21
nova ubirata,123.75
nova venecia,2952.63
nova veneza,889.9
nova vicosa,271.01
nova xavantina,3602.16
