customer_city,total_price
novais,111.99000000000001
novo alegre,319.09000000000003
novo barreiro,232.03000000000003
novo brasil,103.75
novo cabrais,71.15
novo cruzeiro,968.87
novo gama,2494.37
novo hamburgo,23503.989999999998
novo horizonte,3303.29
novo itacolomi,122.22
novo jardim,60.98
novo lino,114.26
novo machado,77.66
novo mundo,77.13
novo oriente,321.4
novo oriente de minas,281.0
novo oriente do piaui,252.57
novo planalto,46.29
novo progresso,3639.9700000000003
novo repartimento,260.16
novo sao joaquim,362.64
nucleo residencial pilar,2527.73
nuporanga,895.41
ocara,162.69
ocaucu,320.77
oeiras,803.91
oeiras do para,247.45999999999998
oiapoque,425.24
olaria,96.22
oleo,73.34
olho d'agua das cunhas,370.97
olho d'agua das flores,346.07
olhos d'agua,119.84
olimpia,6970.17
olinda,16150.12
olindina,284.41
oliveira,3164.78
oliveira dos brejinhos,185.84
onda verde,89.49000000000001
oriente,1075.02
orindiuva,629.59
orizania,190.08999999999997
orizona,657.08
orlandia,4653.65
orleans,1617.67
orobo,142.63
oroco,389.46
oros,160.71
ortigueira,1139.45
osasco,98484.94
oscar bressane,339.93
osorio,7225.75
osvaldo cruz,2124.36
osvaldo kroeff,262.16
otacilio costa,1162.8500000000001
ourem,66.05
ouricuri,2730.73
ourilandia do norte,1934.3500000000001
ourinhos,14595.36
ourizona,167.8
ouro,310.25
ouro branco,5428.07
ouro fino,3065.06
ouro preto,8779.56
ouro preto do oeste,718.48
ouro verde,356.03999999999996
ouro verde de goias,98.23
ouro verde de minas,114.19
ouro verde do oeste,27.380000000000003
ouroeste,1437.57
ouvidor,401.07
pacaembu,1799.42
pacaja,2860.96
pacajus,1520.0
pacatuba,4469.860000000001
paco do lumiar,1350.99
pacoti,222.29000000000002
pacotuba,69.14
pacuja,538.4
padre bernardo,263.69
padre carvalho,582.94
padre gonzales,69.53999999999999
padre paraiso,77.57
paial,165.71
paicandu,1106.22
paineiras,81.98
pains,406.77
paiva,181.74
palestina,634.57
palhano,136.6
palhoca,14035.07
palma,504.04999999999995
palma sola,1174.4399999999998
palmares,1841.9099999999999
palmares do sul,518.4
palmares paulista,70.92999999999999
palmas,31219.36
palmeira,3392.87
palmeira d oeste,64.42
palmeira d'oeste,396.91
palmeira das missoes,1978.61
palmeira dos indios,1893.12
palmeiras,292.3
palmeiras de goias,407.33
palmeirinha,93.8
palminopolis,237.94
palmital,2323.78
palmitinho,359.99
palmitos,760.98
palmopolis,113.19999999999999
palotina,1143.86
panambi,4059.15
pancas,198.9
panelas,210.49
panorama,826.07
pantano grande,348.93
papagaios,367.66
papanduva,945.0
papucaia,1435.7
para de minas,7994.59
paracambi,7516.2300000000005
paracatu,10346.46
paracuru,705.92
paragominas,2975.18
paraguacu,1826.29
paraguacu paulista,3770.8
parai,290.6
paraiba do sul,3452.08
paraibano,515.3599999999999
paraibuna,1872.54
paraipaba,706.54
paraiso,948.39
paraiso das aguas,53.34
paraiso do norte,258.69
paraiso do sul,47.29
paraiso do tocantins,2563.75
paraisopolis,2453.2200000000003
paraju,105.74000000000001
parambu,269.22
paramirim,555.47
parana,195.25
paranacity,222.6
paranagua,10851.56
paranaiba,1937.59
paranaiguara,293.34999999999997
paranaita,2016.47
paranapanema,759.71
paranapoema,140.49
paranapua,87.80000000000001
paranatinga,2574.32
paranavai,8493.62
paranhos,309.99
paraopeba,1066.74
parapua,1540.15
parati,3898.29
paraty,4232.72
parauapebas,5634.15
parauna,610.1600000000001
pardinho,355.06
pareci novo,37.1
parelhas,1496.8000000000002
paripiranga,156.65
paripueira,379.2
pariquera-acu,2065.21
parisi,46.34
parnaiba,5623.19
parnamirim,12090.6
parnarama,217.82
parobe,2147.79
passa quatro,2403.6
passa tempo,146.46
passa tres,97.37
passagem,1265.83
passagem franca,87.66
passira,923.44
passo de camaragibe,110.27999999999999
passo de torres,731.26
passo fundo,18163.87
passos,5767.08
passos maia,248.1
pastos bons,210.22
patis,65.0
pato bragado,124.83
pato branco,10599.58
patos,4795.28
patos de minas,19839.89
patrocinio,8849.4
patrocinio do muriae,134.38
patrocinio paulista,1147.46
patu,302.87
paty do alferes,2597.71
pau brasil,315.91999999999996
pau d'arco,234.03000000000003
pau dos ferros,3461.35
paudalho,950.14
paula candido,168.19
paula freitas,553.46
pauliceia,1162.1000000000001
paulinia,19822.55
paulino neves,614.63
paulista,7930.5
paulistana,1668.0
paulistania,116.94
paulo afonso,7879.91
paulo de faria,656.48
paulo frontin,876.77
paulo jacinto,475.5799999999999
paulo lopes,271.66
pavao,75.63
peabiru,793.96
pecanha,1091.8
pederneiras,3450.0099999999998
pedra,426.58
pedra azul,543.8
pedra bela,517.33
pedra branca,183.99
pedra do indaia,96.08
pedra lavrada,87.9
pedra menina,38.5
pedra preta,754.25
pedralva,950.39
pedranopolis,74.41
pedrao,343.71
pedras altas,105.28
pedras de fogo,204.63
pedregulho,1122.18
pedreira,3744.89
pedreiras,1141.76
pedrinhas paulista,485.48
pedrinopolis,553.3
pedro afonso,368.9
pedro canario,476.55
pedro de toledo,1013.09
pedro gomes,132.38
pedro ii,440.15
pedro leopoldo,6496.4
pedro osorio,752.98
pedro velho,99.11
peixe,117.16
peixoto de azevedo,491.56
pejucara,830.35
pelotas,28659.05
penaforte,559.03
penapolis,5549.26
pendencias,410.02
penedo,1697.95
penha,2710.44
pentecoste,299.21000000000004
pequi,197.5
pequizeiro,253.98000000000002
perdigao,507.58
perdizes,1382.5
perdoes,752.01
pereira barreto,4986.17
pereiras,69.69
pereiro,379.74
peri mirim,59.83
periquito,3067.6099999999997
peritiba,144.70999999999998
perobal,95.31
perola,313.31
perola d'oeste,943.93
perola independente,104.46000000000001
perpetuo socorro,182.3
peruibe,7865.64
pescador,44.42
pesqueira,1276.5
petrolandia,2587.77
petrolina,17149.579999999998
petropolis,41814.11
piacabucu,320.4
piacatu,74.13
piacu,194.48000000000002
pianco,2324.99
piao,72.14
piata,131.35
piau,161.44
picada cafe,49.6
picarra,1122.86
picarras,170.84
picos,4730.26
picui,225.61
piedade,3261.85
piedade de caratinga,951.12
piedade do rio grande,466.9
piedade dos gerais,440.16
pien,405.37
pilao arcado,364.68
pilar,265.31
pilar do sul,1276.18
pimenta,271.26
pimenta bueno,1622.27
pimenteiras,193.21
pindai,171.54
pindamonhangaba,14993.61
pindare mirim,586.2
pindoba,542.52
pindobacu,243.72
pindorama,405.52
pindorama do tocantins,174.18
pindoretama,63.17999999999999
pingo-d'agua,413.02000000000004
pinhais,10554.62
pinhal da serra,35.0
pinhalao,2032.35
pinhalzinho,2578.16
pinhao,1570.99
pinheiral,2529.38
pinheiro,553.23
pinheiro machado,713.31
pinheiros,1396.3400000000001
pinhotiba,77.57
pintadas,520.5
pinto bandeira,65.0
pio ix,184.84
pio xii,546.03
piquerobi,112.45
piquete,987.4
piracaia,3348.35
piracanjuba,2211.4
piracema,166.59
piracicaba,60218.23
piracuruca,347.44
pirai,2749.6
pirai do norte,46.28
pirai do sul,740.98
piraju,5756.5199999999995
pirajuba,152.61
pirajui,1908.25
pirambu,305.77
piranga,400.39
pirangi,1346.43
piranguinho,1689.85
piranhas,911.8100000000001
pirapetinga,640.39
pirapo,96.28999999999999
pirapora,8105.8
pirapora do bom jesus,3171.9
pirapozinho,1582.47
piraquara,1947.24
pirassununga,10208.23
piratini,87.64
piratininga,2614.56
piratuba,1128.48
pirauba,307.69000000000005
pirenopolis,355.74
pires do rio,3930.0299999999997
pires ferreira,43.79
piripa,110.84
piripiri,828.5600000000001
piritiba,630.22
pirpirituba,2744.5
pitanga,933.18
pitanga de estrada,154.82999999999998
pitangueiras,1634.64
pitangui,3469.24
pitimbu,455.10999999999996
pium,45.629999999999995
piuma,2590.17
piumhi,283.52
piumhii,4500.12
placas,318.58000000000004
planaltina,949.34
planaltina de goias,131.61
planaltina do parana,25.85
planaltino,254.44
planalto,1106.1
planura,151.1
poa,11217.67
pocao,318.53000000000003
pocao de pedras,214.05
pocinhos,351.92
poco de pedra,190.66
poco fundo,1317.02
poco redondo,546.78
poco verde,689.3100000000001
pocoes,399.2
pocoes de paineiras,145.95000000000002
pocos de caldas,21256.69
pocrane,223.12
pojuca,1820.78
polo petroquimico de triunfo,20.7
poloni,222.41000000000003
pombal,2210.2
pombos,131.43
pomerode,1797.55
pompeia,2252.95
pompeu,1321.6699999999998
pongai,429.05
ponta grossa,22510.52
ponta pora,4652.16
pontal,1333.05
pontal do parana,1235.05
pontalina,488.71999999999997
pontalinda,84.75
pontao,71.78999999999999
ponte alta do norte,59.46
ponte nova,8328.7
ponte serrada,483.78
pontes e lacerda,1972.9
pontes gestal,135.07999999999998
ponto belo,98.56
ponto do marambaia,28.799999999999997
ponto dos volantes,74.3
ponto novo,377.0
populina,142.6
porangaba,195.63
porangatu,2479.34
porciuncula,1215.3899999999999
porecatu,930.71
portalegre,513.01
portao,1193.74
porteiras,42.18
porteirinha,358.05
portela,246.26
portelandia,130.63
porto acre,104.35000000000001
porto alegre,229976.72
porto alegre do norte,445.32
porto amazonas,93.21
porto belo,1079.32
porto calvo,397.93
porto de pedras,200.35
porto dos gauchos,655.67
porto esperidiao,278.83000000000004
porto estrela,156.72
porto feliz,3521.9
porto ferreira,2795.35
porto firme,188.5
porto franco,349.14
porto grande,64.14
porto lucena,77.56
porto murtinho,71.15
porto nacional,1911.38
porto real,1645.92
porto rico,318.92
porto seguro,17284.79
porto trombetas,300.29
porto uniao,4580.24
porto velho,27111.11
porto xavier,690.18
posse,4030.92
posto da mata,620.13
pote,577.53
potengi,331.95000000000005
potim,279.84000000000003
potiragua,644.6999999999999
potirendaba,1095.1
pouso alegre,24544.64
pouso alto,302.81
pouso novo,81.82
pouso redondo,655.27
poxoreu,172.59
prado,1234.5900000000001
pradopolis,1081.31
prados,250.95000000000002
praia grande,46817.31
praia norte,113.35
pranchita,182.35999999999999
prata,1346.09
pratapolis,68.62
presidente alves,140.42
presidente bernardes,689.94
presidente castello branco,35.0
presidente dutra,2976.37
presidente epitacio,3347.83
presidente getulio,846.13
presidente janio quadros,173.88
presidente juscelino,302.46000000000004
presidente kennedy,282.31
presidente kubitschek,156.06
presidente lucena,32.089999999999996
presidente medici,332.32
presidente nereu,70.61
presidente olegario,557.41
presidente prudente,31494.05
presidente tancredo neves,325.58
presidente venceslau,4298.77
primavera,1166.01
primavera do leste,7092.91
primeiro de maio,1407.61
princesa isabel,344.62
progresso,242.59
promissao,4980.68
propria,740.75
protasio alves,165.06
prudencio thomaz,49.040000000000006
prudente de morais,384.76
prudentopolis,1085.1699999999998
pugmil,148.15
pureza,65.0
purilandia,194.48000000000002
putinga,182.56
puxinana,271.03
quadra,501.88
quarai,2474.1499999999996
quata,3417.29
quatigua,341.35
quatis,617.87
quatituba,114.85
quatro barras,2295.33
quatro bocas,1804.79
quatro pontes,167.66
quedas do iguacu,1155.96
queimadas,2608.5099999999998
queimados,7816.23
queiroz,58.9
queixada,77.28999999999999
queluz,249.9
querencia,2701.95
querencia do norte,99.43
quevedos,131.69
quijingue,268.06
quilombo,240.79
quilometro 14 do mutum,66.00999999999999
quinta do sol,178.66
quintana,627.6
quipapa,272.99
quirinopolis,1934.34
quissama,3672.18
quitandinha,405.09
quixabeira,372.15999999999997
quixada,3350.46
quixelo,200.25
quixeramobim,1119.97
quixere,1281.01
rafard,659.46
rainha do mar,82.03
rancharia,3113.0
rancho alegre,102.66000000000001
rancho alegre d'oeste,149.29
rancho queimado,343.99
raposo,650.8399999999999
raposos,1297.31
raul soares,1357.77
ravena,86.72999999999999
realeza,1564.0
reboucas,493.38
rechan,322.37
recife,112814.06
recreio,334.19
redencao,3116.14
redencao da serra,106.23
redencao do gurgueia,257.56
redentora,449.34000000000003
regeneracao,1041.64
regente feijo,1088.31
reginopolis,1719.32
registro,9213.12
remanso,487.99
remigio,169.92000000000002
renascenca,352.23
reriutaba,1331.6299999999999
resende,18042.28
resende costa,276.09000000000003
reserva,371.55
reserva do cabacal,440.88
reserva do iguacu,28.52
resplendor,944.6
ressaquinha,229.07
restinga seca,324.33
retirolandia,117.0
riachao das neves,247.76999999999998
riachao do jacuipe,2613.59
riachinho,124.05000000000001
riacho da cruz,177.34
riacho das almas,268.77
riacho de santana,1302.47
riacho de santo antonio,159.6
riacho dos machados,331.25
riachuelo,90.97
rianapolis,534.47
ribas do rio pardo,66.13
ribeira,248.02999999999997
ribeira do amparo,61.79
ribeira do pombal,782.36
ribeirao,434.53
ribeirao bonito,846.12
ribeirao branco,515.49
ribeirao cascalheira,67.39
ribeirao claro,663.8
ribeirao das neves,15000.7
ribeirao do pinhal,447.33
ribeirao do sul,415.45
ribeirao pires,12190.25
ribeirao preto,77442.42
ribeirao vermelho,352.53000000000003
ribeiraozinho,358.01
ribeiro junqueira,200.32999999999998
ribeiropolis,100.77000000000001
rifaina,597.77
rincao,97.63
rinopolis,210.49
rio acima,709.23
rio azul,538.54
rio bananal,332.32000000000005
rio bonito,5081.29
rio bonito do iguacu,536.22
rio branco,18318.52
rio branco do sul,526.72
rio brilhante,1567.28
rio casca,433.47
rio claro,24380.04
rio das antas,213.78
rio das flores,665.69
rio das ostras,24833.579999999998
rio das pedras,1231.52
rio de contas,290.72
rio de janeiro,1201226.55
rio do antonio,301.75
rio do campo,822.25
rio do oeste,433.84000000000003
rio do pires,840.51
rio do sul,5695.13
rio doce,96.2
rio dos cedros,67.82
rio dos indios,102.75
rio espera,176.45000000000002
rio formoso,268.93
rio fortuna,527.47
rio grande,19488.41
rio grande da serra,2681.59
rio grande do piaui,45.7
rio largo,734.1300000000001
rio manso,939.6800000000001
rio maria,435.57000000000005
rio negrinho,1465.38
rio negro,2802.7599999999998
rio novo,613.25
rio novo do sul,651.89
rio paranaiba,881.48
rio pardo,791.45
rio pardo de minas,708.49
rio piracicaba,580.14
rio pomba,1464.8600000000001
rio preto,233.2
rio real,480.6
rio rufino,76.66
rio tinto,490.25
rio verde,12296.34
riolandia,470.31
riqueza,302.68
ritapolis,212.32999999999998
riversul,102.03
roca sales,355.01
rodeio,1090.65
rodeio bonito,264.44
rodeiro,482.21
rodelas,464.75
rodolfo fernandes,168.19
rolandia,7032.71
rolante,1280.29
rolim de moura,748.15
romaria,310.46
romelandia,176.87
roncador,191.73000000000002
ronda alta,1914.31
rondon,318.86
rondon do para,3484.3900000000003
rondonopolis,14195.86
roque gonzales,643.61
rosana,295.31
rosario,79.04
rosario do ivai,47.230000000000004
rosario do sul,1292.52
roseira,490.14000000000004
rubelita,80.88
rubiacea,250.15
rubiataba,1210.69
rubim,289.48
rubineia,112.2
russas,4787.48
ruy barbosa,921.15
sabara,5334.36
sabaudia,20.42
sabino,802.87
sabinopolis,437.37
saboeiro,201.83
sacra familia do tingua,149.04
sacramento,2358.54
sales,433.12
sales oliveira,627.74
salesopolis,1310.96
salgado filho,219.94
salgueiro,3044.75
salinas,5691.16
salinas da margarida,82.12
salmourao,151.85
saloa,1536.08
salobro,89.15
saltinho,1316.35
salto,12827.54
salto da divisa,151.66000000000003
salto de pirapora,1380.67
salto do ceu,175.61
salto do itarare,276.46999999999997
salto do jacui,301.94
salto do lontra,900.1100000000001
salto grande,674.34
salto veloso,497.07
salvador,235547.93
salvador do sul,206.99
sambaiba,215.47
sananduva,585.57
sanclerlandia,648.27
sandolandia,841.28
sanga puita,53.69
sangao,316.25
sanharo,2310.0
santa adelia,1861.06
santa albertina,830.4200000000001
santa amelia,175.87
santa barbara,5889.97
santa barbara d oeste,646.51
santa barbara d'oeste,15174.06
santa barbara do para,245.45
santa barbara do sul,180.09
santa branca,953.35
santa brigida,104.73
santa cecilia,1178.13
santa cecilia do pavao,216.42000000000002
santa clara d'oeste,115.44
santa clara do sul,394.12
santa cruz,1097.16
santa cruz cabralia,943.68
santa cruz da conceicao,476.27000000000004
santa cruz das palmeiras,793.64
santa cruz de goias,779.6899999999999
santa cruz de minas,710.39
santa cruz de monte castelo,793.05
santa cruz de salinas,261.72
santa cruz do capibaribe,3409.19
santa cruz do piaui,158.38
santa cruz do prata,158.72
santa cruz do rio pardo,3377.17
santa cruz do sul,12355.76
santa cruz do timbo,49.31
santa ernestina,280.13
santa fe,1005.44
santa fe de goias,1921.2700000000002
santa fe de minas,178.27
santa fe do sul,4668.63
santa filomena,186.4
santa gertrudes,1471.05
santa helena,1695.89
santa helena de goias,1733.6799999999998
santa helena de minas,303.63
santa ines,2308.68
santa isabel,3309.33
santa isabel do ivai,478.6
santa isabel do para,919.57
santa isabel do rio preto,761.8199999999999
santa izabel do oeste,356.35
santa juliana,2803.54
santa leopoldina,107.78
santa lucia,522.75
santa luzia,14850.15
santa luzia do norte,44.95
santa luzia do parua,115.78
santa margarida,468.48
santa maria,41658.28
santa maria da boa vista,488.56999999999994
santa maria da serra,169.42000000000002
santa maria da vitoria,2185.07
santa maria de itabira,570.49
santa maria de jetiba,2512.82
santa maria do herval,115.44
santa maria do para,164.89
santa maria do salto,50.480000000000004
santa maria do suacui,517.75
santa maria madalena,1247.45
santa mariana,373.35
santa mercedes,269.57
santa monica,676.0400000000001
santa quiteria,1139.12
santa quiteria do maranhao,100.75
santa rita,1940.1899999999998
santa rita d'oeste,219.73000000000002
santa rita da floresta,96.8
santa rita de caldas,923.38
santa rita de jacutinga,45.089999999999996
santa rita de minas,428.77
santa rita do araguaia,972.03
santa rita do ibitipoca,216.81
santa rita do itueto,77.57
santa rita do passa quatro,2858.81
santa rita do sapucai,5006.05
santa rosa,3705.19
santa rosa de lima,232.79000000000002
santa rosa de viterbo,2159.19
santa rosa do sul,218.27
santa salete,95.0
santa teresa,1348.04
santa teresinha,338.1
santa tereza do oeste,592.28
santa terezinha,361.53
santa terezinha de itaipu,443.16
santa vitoria,4546.18
santa vitoria do palmar,2049.67
santaluz,333.97
santana,1941.31
santana da boa vista,115.8
santana da vargem,353.6
santana de parnaiba,26985.94
santana de pirapama,70.74
santana do acarau,1563.58
santana do araguaia,1467.9099999999999
santana do capivari,39.519999999999996
santana do cariri,946.6800000000001
santana do deserto,206.99
santana do ipanema,285.45
santana do itarare,71.53
santana do jacare,1769.22
santana do livramento,4911.3
santana do manhuacu,281.44
santana do mundau,1268.01
santana do paraiso,3077.73
santana do serido,943.37
santana do sobrado,54.82
santana dos montes,296.46000000000004
santanesia,474.68
santarem,7476.84
santiago,3272.06
santo amaro,2176.81
santo amaro da imperatriz,3296.05
santo amaro das brotas,62.28
santo amaro de campos,1777.56
santo anastacio,2282.17
santo andre,108000.4
santo angelo,6578.63
santo antonio,507.98
santo antonio da alegria,250.03
santo antonio da patrulha,5603.12
santo antonio da platina,2345.16
santo antonio das missoes,495.32000000000005
santo antonio das queimadas,112.11999999999999
santo antonio de goias,149.02
santo antonio de jesus,5247.19
santo antonio de padua,6215.47
santo antonio de posse,5393.22
santo antonio do amparo,477.03
santo antonio do aracangua,1117.99
santo antonio do aventureiro,88.91999999999999
santo antonio do caiua,302.55
santo antonio do canaa,194.88
santo antonio do descoberto,992.8800000000001
santo antonio do grama,275.36
santo antonio do itambe,289.46999999999997
santo antonio do jacinto,693.56
santo antonio do jardim,347.13
santo antonio do leste,237.55
santo antonio do leverger,124.41
santo antonio do monte,2417.27
santo antonio do palma,104.09
santo antonio do pinhal,1252.69
santo antonio do planalto,221.07
santo antonio do rio abaixo,24.23
santo antonio do sudoeste,348.16999999999996
santo antonio do taua,57.739999999999995
santo antonio dos campos,177.99
santo augusto,1523.18
santo cristo,766.18
santo eduardo,260.06
santo estevao,1226.69
santo expedito,293.46
santo expedito do sul,237.54000000000002
santo hipolito,119.88000000000001
santo inacio,79.7
santos,115695.83
santos dumont,2559.58
sao benedito,1322.3899999999999
sao benedito do rio preto,133.22
sao benedito do sul,64.83
sao bentinho,69.15
sao bento,1381.24
sao bento abade,31.1
sao bento do sapucai,814.01
sao bento do sul,6105.45
sao bento do una,1477.8
sao bernardino,208.48000000000002
sao bernardo,923.3899999999999
sao bernardo do campo,123841.25
sao bonifacio,116.46000000000001
sao borja,2690.82
sao bras,54.739999999999995
sao bras do suacui,129.71
sao caetano do sul,37273.41
sao carlos,36526.18
sao carlos do ivai,119.95
sao clemente,154.86
sao cristovao,900.4300000000001
sao cristovao do sul,137.07
sao desiderio,161.19
sao domingos,668.69
sao domingos das dores,137.4
sao domingos do araguaia,270.65
sao domingos do maranhao,219.51
sao domingos do norte,1028.5
sao domingos do prata,424.99
sao felipe,827.01
sao felix,44.69
sao felix de minas,409.5
sao felix do araguaia,134.64
sao felix do coribe,266.06
sao felix do xingu,1774.08
sao fernando,160.58
sao fidelis,2597.42
sao francisco,2812.23
sao francisco de assis,224.67999999999998
sao francisco de itabapoana,1816.4099999999999
sao francisco de paula,738.1
sao francisco do brejao,82.75
sao francisco do conde,367.33
sao francisco do gloria,91.35000000000001
sao francisco do guapore,405.61
sao francisco do humaita,207.32000000000002
sao francisco do sul,2012.77
sao gabriel,2829.82
sao gabriel da palha,1770.53
sao gabriel do oeste,695.94
sao geraldo,547.8100000000001
sao geraldo da piedade,181.76000000000002
sao geraldo do baguari,142.96
sao goncalo,65373.5
sao goncalo do abaete,216.48
sao goncalo do amarante,1868.72
sao goncalo do para,975.8499999999999
sao goncalo do rio abaixo,1013.4300000000001
sao goncalo do rio das pedras,196.5
sao goncalo do rio preto,397.9
sao goncalo do sapucai,1403.98
sao gotardo,3388.06
sao jeronimo,729.3399999999999
sao joao,1539.1299999999999
sao joao batista,2225.0
sao joao batista do gloria,436.83000000000004
sao joao d'alianca,844.86
sao joao da barra,3235.6800000000003
sao joao da boa vista,13766.31
sao joao da mata,228.39
sao joao da parauna,187.84
sao joao da ponte,496.76
sao joao da urtiga,156.64000000000001
sao joao das missoes,165.15
sao joao de iracema,213.38
sao joao de meriti,24212.63
sao joao de petropolis,43.089999999999996
sao joao de pirabas,305.33000000000004
sao joao del rei,10177.77
sao joao do itaperiu,782.74
sao joao do ivai,229.56
sao joao do manhuacu,199.26
sao joao do manteninha,537.22
sao joao do oriente,429.13
sao joao do paraiso,984.74
sao joao do piaui,1972.72
sao joao do sabugi,51.739999999999995
sao joao do sobrado,73.56
sao joao do sul,1735.13
sao joao do triunfo,343.4
sao joao dos patos,1615.47
sao joao evangelista,1353.08
sao joao nepomuceno,3088.13
sao joaquim,1310.3899999999999
sao joaquim da barra,6149.82
sao joaquim de bicas,1965.51
sao joaquim do monte,107.95
sao jorge,87.02000000000001
sao jorge d'oeste,111.02000000000001
sao jorge do ivai,791.92
sao jorge do oeste,60.53
sao jorge do patrocinio,123.72000000000001
sao jose,24739.75
sao jose da barra,1158.1100000000001
sao jose da bela vista,379.07000000000005
sao jose da boa vista,137.07
sao jose da coroa grande,289.78999999999996
sao jose da laje,296.36
sao jose da lapa,1237.52
sao jose da tapera,144.47
sao jose da vitoria,225.76000000000002
sao jose de mipibu,956.19
sao jose de ribamar,1870.87
sao jose de uba,544.52
sao jose do barreiro,260.89
sao jose do belmonte,299.84000000000003
sao jose do calcado,1127.26
sao jose do campestre,307.46
sao jose do cedro,794.01
sao jose do cerrito,333.34000000000003
sao jose do divino,826.1700000000001
sao jose do egito,630.2
sao jose do goiabal,247.67
sao jose do hortencio,479.6
sao jose do inhacora,102.69999999999999
sao jose do norte,701.78
sao jose do ouro,507.09
sao jose do piaui,173.88
sao jose do ribeirao,115.84
sao jose do rio claro,351.04999999999995
sao jose do rio pardo,6016.58
sao jose do rio preto,54996.78
sao jose do serido,203.31
sao jose do turvo,376.43
sao jose do vale do rio preto,1815.44
sao jose do xingu,72.52
sao jose dos campos,93579.2
sao jose dos cordeiros,258.03
sao jose dos pinhais,19080.0
sao jose dos quatro marcos,312.23
sao leopoldo,14066.91
sao lourenco,5097.25
sao lourenco da mata,1954.96
sao lourenco da serra,1357.03
sao lourenco do oeste,1143.79
sao lourenco do piaui,191.11
sao lourenco do sul,2453.15
sao ludgero,746.51
sao luis,64769.69
sao luis de montes belos,1524.13
sao luis do curu,258.71
sao luis do paraitinga,945.99
sao luis do quitunde,351.55
sao luiz do norte,148.33
sao luiz gonzaga,4008.7200000000003
sao mamede,137.1
sao manuel,4896.099999999999
sao marcos,1041.3600000000001
sao martinho,938.3100000000001
sao mateus,7823.12
sao mateus de minas,82.88
sao mateus do maranhao,930.7
sao mateus do sul,2284.52
sao miguel,1004.52
sao miguel arcanjo,1543.78
sao miguel das matas,221.0
sao miguel do aleixo,70.86
sao miguel do anta,508.17999999999995
sao miguel do araguaia,1518.03
sao miguel do cambui,155.14
sao miguel do gostoso,473.04
sao miguel do guama,1514.4
sao miguel do guapore,622.23
sao miguel do iguacu,1468.23
sao miguel do oeste,7241.38
sao miguel do tapuio,618.51
sao miguel dos campos,1054.11
sao nicolau,138.6
sao patricio,172.95999999999998
sao paulo,2275610.6
sao paulo das missoes,459.26000000000005
sao paulo do potengi,319.78
sao pedro,3903.33
sao pedro da agua branca,336.56
sao pedro da aldeia,5822.97
sao pedro da uniao,451.64
sao pedro de alcantara,312.90999999999997
sao pedro do butia,116.19
sao pedro do iguacu,142.96
sao pedro do ivai,546.72
sao pedro do sul,121.97
sao pedro do turvo,117.9
sao pedro dos ferros,875.73
sao rafael,62.28
sao raimundo nonato,2987.04
sao romao,524.06
sao roque,11383.28
sao roque de minas,210.54000000000002
sao roque do canaa,436.01
sao sebastiao,12567.69
sao sebastiao da amoreira,63.230000000000004
sao sebastiao da boa vista,264.6
sao sebastiao da grama,1102.02
sao sebastiao da serra,171.35
sao sebastiao de campos,77.8
sao sebastiao do alto,616.7
sao sebastiao do cai,2576.19
sao sebastiao do maranhao,255.20999999999998
sao sebastiao do paraiba,571.16
sao sebastiao do paraiso,5509.71
sao sebastiao do passe,550.53
sao sebastiao do rio verde,332.58
sao sepe,695.71
sao simao,2283.83
sao thome das letras,85.5
sao tiago,586.45
sao tomas de aquino,382.56
sao tome,350.39
sao valentim,1130.84
sao vendelino,194.28
sao vicente,24667.92
sao vicente ferrer,595.76
sao vitor,121.09
sape,2042.83
sapeacu,303.47
sapezal,1139.52
sapiranga,4404.82
sapopema,193.31
sapucai-mirim,647.16
sapucaia,891.35
sapucaia do sul,6868.66
saquarema,6024.0
sarandi,2643.21
sarapui,280.89
sardoa,137.99
sarutaia,71.82
sarzedo,1316.33
satiro dias,41.29
satuba,438.32
satubinha,229.96999999999997
saubara,228.60000000000002
saudade do iguacu,328.37
saudades,428.95000000000005
saude,169.98000000000002
schroeder,1349.22
seabra,1148.26
seara,873.34
sebastiao leal,75.89
seberi,169.67000000000002
sede alvorada,154.9
segredo,60.14
selbach,68.13
senador amaral,228.0
senador canedo,1790.29
senador cortes,400.65999999999997
senador firmino,180.44
senador guiomard,547.09
senador jose porfirio,31.63
senador la rocque,124.43
senador modestino goncalves,153.17000000000002
senador pompeu,718.11
senador salgado filho,102.49
senges,645.5
senhor do bonfim,3241.6600000000003
senhora de oliveira,169.94
senhora dos remedios,44.51
sento se,76.08
serafina correa,1042.38
sericita,253.62
seringueiras,555.78
serio,39.69
seropedica,5256.35
serra,43837.13
serra azul,108.52000000000001
serra azul de minas,388.01
serra bonita,232.82
serra branca,142.26
serra de sao bento,328.15
serra do ramalho,438.40999999999997
serra do salitre,72.05
serra dos aimores,443.08000000000004
serra dos dourados,83.33
serra dourada,234.2
serra negra,3599.51
serra talhada,2625.95
serrana,1293.02
serrania,382.17
serranopolis,1210.27
serranopolis de minas,136.5
serranopolis do iguacu,305.73
serrinha,2537.29
serrita,483.72
serro,876.62
serrolandia,427.35
sertania,479.91999999999996
sertanopolis,1008.14
sertao,410.35
sertao santana,39.129999999999995
sertaozinho,8339.77
sete barras,302.52
sete de setembro,75.72999999999999
sete lagoas,21050.14
setubinha,328.77
severiano melo,190.82999999999998
severinia,614.03
sideropolis,371.11
sidrolandia,1842.53
silva jardim,691.27
silvania,1373.15
